account_id,graph_anomaly_score,contributing_factors
8006A66A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8006B0490,0.0,baseline structural profile; no graph anomalies detected
8006B5930,0.0,baseline structural profile; no graph anomalies detected
8006B89A0,0.236,topological outlier in Node2Vec space (DBSCAN outlier)
8006BB110,0.1,isolated micro-cluster (size=7)
8006C49E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8006C7290,0.1,isolated micro-cluster (size=9)
8006C7740,0.0,baseline structural profile; no graph anomalies detected
8006CDB30,0.0,baseline structural profile; no graph anomalies detected
8006DFC50,0.1,isolated micro-cluster (size=7)
8006E0660,0.1,isolated micro-cluster (size=9)
8006E2E40,0.136,isolated micro-cluster (size=5)
8006E4A40,0.0,baseline structural profile; no graph anomalies detected
8007071B0,0.0,baseline structural profile; no graph anomalies detected
800710850,0.0,baseline structural profile; no graph anomalies detected
800711AE0,0.1,isolated micro-cluster (size=5)
800711BD0,0.1,isolated micro-cluster (size=5)
800720AA0,0.0,baseline structural profile; no graph anomalies detected
80072D300,0.0,baseline structural profile; no graph anomalies detected
80073F230,0.0,baseline structural profile; no graph anomalies detected
8007439C0,0.0,baseline structural profile; no graph anomalies detected
800750080,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80075BC80,0.0,baseline structural profile; no graph anomalies detected
80075D5E0,0.1581,"high flow betweenness centrality (bc=6.92e-07); high transaction volume (in=35, out=56)"
80076E540,0.0,baseline structural profile; no graph anomalies detected
800778840,0.1,isolated micro-cluster (size=5)
80078B850,0.0,baseline structural profile; no graph anomalies detected
800793180,0.0,baseline structural profile; no graph anomalies detected
8007A97A0,0.0,baseline structural profile; no graph anomalies detected
800804F70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800805540,0.1,isolated micro-cluster (size=6)
800808C70,0.0,baseline structural profile; no graph anomalies detected
80080DBF0,0.1,isolated micro-cluster (size=7)
800816030,0.0,baseline structural profile; no graph anomalies detected
800818D30,0.0,baseline structural profile; no graph anomalies detected
80081ED90,0.0,baseline structural profile; no graph anomalies detected
80082B030,0.0,baseline structural profile; no graph anomalies detected
800837E10,0.0,baseline structural profile; no graph anomalies detected
800846280,0.0,baseline structural profile; no graph anomalies detected
800846CF0,0.0,baseline structural profile; no graph anomalies detected
80084B380,0.0,baseline structural profile; no graph anomalies detected
800854820,0.0,baseline structural profile; no graph anomalies detected
8008566C0,0.0,baseline structural profile; no graph anomalies detected
800871790,0.0,baseline structural profile; no graph anomalies detected
8008735A0,0.0,baseline structural profile; no graph anomalies detected
8008774F0,0.0,baseline structural profile; no graph anomalies detected
800894770,0.0,baseline structural profile; no graph anomalies detected
8008BB3A0,0.0,baseline structural profile; no graph anomalies detected
8008CE991,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8008D8C30,0.0,baseline structural profile; no graph anomalies detected
8008E8BF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8009083C0,0.0,baseline structural profile; no graph anomalies detected
800925110,0.0,baseline structural profile; no graph anomalies detected
800931ED0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800935340,0.1,isolated micro-cluster (size=9)
80093A6D0,0.0,baseline structural profile; no graph anomalies detected
800950E30,0.0,baseline structural profile; no graph anomalies detected
8009516F0,0.1,isolated micro-cluster (size=7)
8009580D0,0.0,baseline structural profile; no graph anomalies detected
800970B80,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80098A3D0,0.1,isolated micro-cluster (size=9)
80098E1E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8009A4370,0.0,baseline structural profile; no graph anomalies detected
8009B45E0,0.0,baseline structural profile; no graph anomalies detected
8009C6170,0.1,isolated micro-cluster (size=8)
8009CE490,0.0,baseline structural profile; no graph anomalies detected
8009D56C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8009F93B0,0.0,baseline structural profile; no graph anomalies detected
800A014B0,0.0,baseline structural profile; no graph anomalies detected
800A14360,0.0,baseline structural profile; no graph anomalies detected
800A290F0,0.1,isolated micro-cluster (size=8)
800A366F0,0.1,isolated micro-cluster (size=7)
800A4B610,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800A52F40,0.0,baseline structural profile; no graph anomalies detected
800A57770,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800A5F6C0,0.1,isolated micro-cluster (size=9)
800A73310,0.0,baseline structural profile; no graph anomalies detected
800A79350,0.0,baseline structural profile; no graph anomalies detected
800A8D010,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800AA9E00,0.0,baseline structural profile; no graph anomalies detected
800AB3970,0.1,isolated micro-cluster (size=8)
800AC30B0,0.0,baseline structural profile; no graph anomalies detected
800AC3AC0,0.0,baseline structural profile; no graph anomalies detected
800AFE2F0,0.1,isolated micro-cluster (size=5)
800B10B00,0.1,isolated micro-cluster (size=7)
800B10F80,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800B25370,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800B28B60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800B29140,0.1,isolated micro-cluster (size=7)
800B3A9C0,0.0,baseline structural profile; no graph anomalies detected
800B620B0,0.0,baseline structural profile; no graph anomalies detected
800B7B5B0,0.0,baseline structural profile; no graph anomalies detected
800B87D30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800B95320,0.0,baseline structural profile; no graph anomalies detected
800BA44C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800BA6C30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800BAEA11,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800BAF580,0.1,isolated micro-cluster (size=6)
800BBD220,0.0,baseline structural profile; no graph anomalies detected
800BED3C0,0.0,baseline structural profile; no graph anomalies detected
800C03640,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800C06E60,0.0,baseline structural profile; no graph anomalies detected
800C214A0,0.1,isolated micro-cluster (size=6)
800C28FD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800C2DB20,0.0,baseline structural profile; no graph anomalies detected
800C35BE0,0.1,isolated micro-cluster (size=5)
800C45CA0,0.0,baseline structural profile; no graph anomalies detected
800C5E3F0,0.0,baseline structural profile; no graph anomalies detected
800C733C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800C9BCE0,0.0,baseline structural profile; no graph anomalies detected
800CB0760,0.1,isolated micro-cluster (size=9)
800CE8340,0.0,baseline structural profile; no graph anomalies detected
800CF62E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800D10B40,0.0,baseline structural profile; no graph anomalies detected
800D11090,0.0,baseline structural profile; no graph anomalies detected
800D2ACB0,0.0,baseline structural profile; no graph anomalies detected
800D2B1B0,0.0,baseline structural profile; no graph anomalies detected
800D36B20,0.0,baseline structural profile; no graph anomalies detected
800D38EF0,0.0,baseline structural profile; no graph anomalies detected
800D3EB00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800D43A90,0.0,baseline structural profile; no graph anomalies detected
800D46C20,0.0,baseline structural profile; no graph anomalies detected
800D5C2E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800D5F230,0.0,baseline structural profile; no graph anomalies detected
800D621B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800D6DD70,0.0,baseline structural profile; no graph anomalies detected
800D7A690,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800D83A40,0.0,baseline structural profile; no graph anomalies detected
800D93700,0.1,isolated micro-cluster (size=7)
800D996E0,0.0,baseline structural profile; no graph anomalies detected
800DB2CF0,0.0,baseline structural profile; no graph anomalies detected
800DB45D0,0.0,baseline structural profile; no graph anomalies detected
800DCA660,0.0,baseline structural profile; no graph anomalies detected
800DCE920,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800DD0D90,0.0,baseline structural profile; no graph anomalies detected
800DDCCE0,0.0,baseline structural profile; no graph anomalies detected
800DDED10,0.0,baseline structural profile; no graph anomalies detected
800DEC1D0,0.1,isolated micro-cluster (size=7)
800E08EB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800E3DD10,0.0,baseline structural profile; no graph anomalies detected
800E4DA90,0.0,baseline structural profile; no graph anomalies detected
800E84250,0.0,baseline structural profile; no graph anomalies detected
800E86060,0.0,baseline structural profile; no graph anomalies detected
800E860B0,0.0,baseline structural profile; no graph anomalies detected
800E97810,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800EA0DE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800EA3760,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
800EAC9D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800EB04C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800EB7DB0,0.0,baseline structural profile; no graph anomalies detected
800EC3AF0,0.1,isolated micro-cluster (size=7)
800ED00D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800EE2180,0.0,baseline structural profile; no graph anomalies detected
800EE3450,0.0,baseline structural profile; no graph anomalies detected
800EE4450,0.0,baseline structural profile; no graph anomalies detected
800EFEC70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800F013F0,0.0,baseline structural profile; no graph anomalies detected
800F02FB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800F06F10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800F123C0,0.1,isolated micro-cluster (size=10)
800F1DB80,0.0,baseline structural profile; no graph anomalies detected
800F30520,0.0,baseline structural profile; no graph anomalies detected
800F31850,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800F42EF0,0.0,baseline structural profile; no graph anomalies detected
800F63960,0.0,baseline structural profile; no graph anomalies detected
800F67030,0.0,baseline structural profile; no graph anomalies detected
800F70C40,0.0,baseline structural profile; no graph anomalies detected
800F73590,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800F74DF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800FC2E50,0.1,isolated micro-cluster (size=6)
800FDBF30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
800FDE180,0.1,isolated micro-cluster (size=8)
80101D8F0,0.0,baseline structural profile; no graph anomalies detected
8010414C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80104C070,0.1,isolated micro-cluster (size=7)
80104C6F0,0.0,baseline structural profile; no graph anomalies detected
801059C70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80105A870,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
801079260,0.145,isolated micro-cluster (size=7)
80107DF80,0.1,isolated micro-cluster (size=7)
80107E200,0.1,isolated micro-cluster (size=7)
80107EA40,0.1,isolated micro-cluster (size=7)
801090590,0.1,isolated micro-cluster (size=10)
8010940E0,0.0,baseline structural profile; no graph anomalies detected
801096840,0.1,isolated micro-cluster (size=6)
8010AE7D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8010AE9A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8010BB6E0,0.0,baseline structural profile; no graph anomalies detected
8010BC410,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8010D1D00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8010EA130,0.0,baseline structural profile; no graph anomalies detected
8010F2720,0.0,baseline structural profile; no graph anomalies detected
8010FD210,0.1,isolated micro-cluster (size=5)
8011125F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
